TweetId,TweetUsername,TweetText,TweetDate,Precision,Sentiment,,,,
1.02E+18,Dburna86,I have yet to see a trailer for Slenderman. I read about it releasing this year and am excited to see it though. Howevr HALLOWEEN is what Im waiting on!!,2018-07-26 22:47:26+00:00,1,2,,,,
1.02E+18,melanieefunez,soy estÃºpida por querer ver la pelÃ_cula de slenderman sabiendo que soy una cagona de primera? la respuesta es sÃ_,2018-07-26 22:46:47+00:00,1,1,,,,
1.02E+18,Radio_Zocalo,#Geek: Slender Man estrena un terrorÃ_fico trailer https://goo.gl/NUHuPP #Cinepic.twitter.com/8Qf8fHwyvS,2018-07-26 22:44:56+00:00,1,1,,,,
1.02E+18,redlionbluelio3,The slenderman movie is coming out on the same date as season 7 of voltron. We all know Keith and Pidge made it.,2018-07-26 22:44:31+00:00,1,1,,,,
1.02E+18,SuperChannel_12,Slender Man estrena un terrorÃ_fico trailer https://goo.gl/iYq7C1 #Geek #Cinepic.twitter.com/CtbQs7mD1z,2018-07-26 22:43:44+00:00,1,1,,,,
1.02E+18,fantinismo,O trailer de Slender Man nÃ£o me deu nem um sustinho sequer.,2018-07-26 22:43:35+00:00,0,,,,,
1.02E+18,aybuking,"once hikayeleri, sonra oyunlari, simdi de filmi cikiyo duygulandim sanirim. bana yasattigin adrenalini bircok seye degismem seni seviyorum slenderman tesekkur ederim her sey icin https://twitter.com/wannamovie/status/1022506450315300864 â€?,2018-07-26 22:43:16+00:001022613255242563586,PandaAncha,Terror con Slenderman ", ternura con Christopher Robin ,0,2018-07-26 22:42:53+00:00,,,,
1.02E+18,upupdowndownetc,"I still think it's weird that Slenderman is a movie coming out almost a decade too late. Anyone who had a part in its history online and irl are already past it, and anyone else probably doesn't really care that much.",2018-07-26 22:41:20+00:00,1,1,,,,
1.02E+18,Rocker_Jalanan,Saya menambahkan video ke playlist @YouTube http://youtu.be/eRV-c3hs3vw?a SLENDER MAN - Official Trailer 2 (HD),2018-07-26 22:41:19+00:00,1,1,,,,
1.02E+18,meghanjustine18,It doesn't look like it really has anything to do with the slenderman legend so my hopes are not high haha.,2018-07-26 22:40:37+00:00,1,1,,,,
1.02E+18,spoilerfans,#SlendeMan #Trailer #ProximosEstrenos AquÃ_ te traemos el escalofriante nuevo trailer de â€œSlender Manâ€?https://spoilerfans.com/2018/07/26/aqui-te-traemos-el-escalofriante-nuevo-trailer-de-slender-man/ â€?2018-07-26 22:40:12+00:00,,0,,,,,
1.02E+18,OhWowItsSeth,"Itâ€™ll probably suck too, shouldâ€™ve been made in 2011 when slender man hype was at its peak.",2018-07-26 22:39:50+00:00,1,0,,,,
1.02E+18,Club_medianoche,"#SlenderMan estrena su segundo trÃ¡iler con reminiscencias a ""The Ring"" de Gore Verbinski. https://youtu.be/1BLbwascSo4",2018-07-26 22:39:29+00:00,1,1,,,,
1.02E+18,Jon_Cyber,"Know Your Market. Examples: Slenderman, Five Nights at Freddie's.",2018-07-26 22:39:15+00:00,0,,,,,
1.03E+18,MilesGEdgeworth,I GUESS SLENDER MAN IS ALSO IN #GravityFallspic.twitter.com/2Tqu9eKPWr,2018-08-08 23:59:58+00:00,1,1,,,,
1.03E+18,tabi_ann_,"for sure, me and mason are going to watch Slender Man on Saturday!!",2018-08-08 23:59:02+00:00,1,2,,,,
1.03E+18,Dryden13,"So thin, that even Slender Man is mesmerized by it. #ThinFTW",2018-08-08 23:58:26+00:00,1,1,,,,
1.03E+18,CamMcAllister7,SAVING SLENDERMAN--horror film in which Slenderman is revealed to be a huge Neil Diamond fan,2018-08-08 23:58:07+00:00,1,1,,,,
1.03E+18,sevengranddad92,"Yeah, Slenderman's a bit of a laughing stock these days, & the new movie is very late to the craze.",2018-08-08 23:57:53+00:00,1,1,,,,
1.03E+18,Buzzvamp69,Slenderman looks like one of the worst movies I have ever had the displeasure of previewing,2018-08-08 23:57:45+00:00,1,0,,,,
1.03E+18,DiabeticToyota,If slenderman was in a Luigiâ€™s mansion games I genuinely donâ€™t know what I would think. I canâ€™t take slenderman seriously anymore since those crappy fanarts and creepy pastas and memes.,2018-08-08 23:56:51+00:00,0,,,,,
1.03E+18,sanayikes,i just wanna say i donâ€™t appreciate the slenderman ads that randomly appear when iâ€™m binge watching youtube videos at midnight,2018-08-08 23:56:11+00:00,1,1,,,,
1.03E+18,Thegoldenlock,Also canâ€™t stop thinking about that itâ€™s soon time to finally see Slenderman. The legend. AND itâ€™s fall next month? Horror movie every week kind of mood. Whoâ€™s with me????,2018-08-08 23:55:55+00:00,1,2,,,,
1.03E+18,prasoGORE,"Slenderman movie, but Slenderman is 70 feet long, not slender, and is actually a giant prehistoric shark.",2018-08-08 23:54:22+00:00,1,1,,,,
1.03E+18,MsLauraXx,"J'aime une vidÃ©o @YouTube : ""SLENDERMAN LE FILM HIT ou DAUBE ?"" Ã  l'adresse http://youtu.be/OI2I2xDtCjE?a .",2018-08-08 23:52:42+00:00,1,2,,,,
1.03E+18,ciarauntalan_,Holy moly. @SlenderManMovie is coming out this weekend! #scarymovie #SlenderMan,2018-08-08 23:52:20+00:00,1,1,,,,
1.03E+18,Cristhyer24,"Aaaaaa vi o trailer do filme slender man, porraaa tenho que ir ver",2018-08-08 23:50:57+00:00,0,,,,,
1.03E+18,jrinesmith2001,Man ion kno this slenderman movie lookin stupid,2018-08-08 23:50:57+00:00,1,0,,,,
1.03E+18,channel_3000,"@'Out of respect': Madison, Sun Prairie Marcus Theatres will not show 'Slender Man' movie https://ift.tt/2MsWH1f",2018-08-08 23:50:27+00:00,1,1,,,,
1.03E+18,ScubbaaaSteve,Slender Man might be a good movie..,2018-08-08 23:50:13+00:00,1,2,,,,
1.03E+18,sevengranddad92,"Like, imagine if Luigi had to face the Wendigo, skinwalkers, the Rake, the Mothman, hyperrealistic aliens (e.g. Xenomorphs), werewolves, bigfoot, or heck, even Slenderman! So many possibilities.",2018-08-08 23:49:48+00:00,0,,,,,
1.03E+18,SETHDEVIN10,I added a video to a @YouTube playlist http://youtu.be/EmRZVPwIT4U?a SLENDERMAN STALKS POST OFFICE! Mr Socko PRANK on Injured Duhop!,2018-08-08 23:49:17+00:00,1,2,,,,
1.03E+18,b0bbie_hill,i hope the person that created slender man is getting a cut from the movie,2018-08-08 23:48:56+00:00,1,1,,,,
1.03E+18,marselssa,actually maybe now i wanna go see the new slenderman movie this poster is intriguing https://twitter.com/DlVlNEGRANDE/status/1027266803767095296 â€?2018-08-08 23:48:45+00:00,,1,2,,,,
1.03E+18,WestownMovies,Now Playing: Dog Days Coming Thursday Evening: Meg 2D and GTX Slender Man BlacKkKlansman Friday: Meg 3D Leaving: Mission Impossible GTX Incredibles 2 Skyscraper Mamma Mia 2 Teen Titans,2018-08-08 23:48:03+00:00,1,1,,,,
1.03E+18,gober_fg13,"En mi cumple sale ""MegalodÃ_n"" y el 24 ""Slenderman"" Buen mes para ir al cine. :)",2018-08-08 23:47:59+00:00,0,,,,,
1.03E+18,MaxIsToBlame,actually watch the slenderman movie with me â€?I canâ€™t wait to see you piss your pants https://curiouscat.me/IzzyIsToBlame/post/603570477?1533772051 â€?2018-08-08 23:47:31+00:00,,1,1,,,,
1.03E+18,nbc15_madison,Marcus Theaters will not screen Slender Man movie in Madison area. http://www.nbc15.com/content/news/Marcus-Theatres-will-not-screen-Slender-Man-in-Madison-area-490407341.html â€?#NBC15pic.twitter.com/4b6mA3ITw7,2018-08-08 23:47:24+00:00,1,1,,,,
1.03E+18,cheli_bean_,Slender man this Friday?? HELL YEAH!!!,2018-08-08 23:47:14+00:00,1,2,,,,
1.03E+18,wmtvmadisoncw,Marcus Theaters will not screen Slender Man movie in Madison area. http://www.nbc15.com/content/news/Marcus-Theatres-will-not-screen-Slender-Man-in-Madison-area-490407341.html â€?#CWMadisonpic.twitter.com/tU3aVe2d0O,2018-08-08 23:46:55+00:00,1,1,,,,
1.03E+18,Hendricks54213,Me ha gustado un vÃ_deo de @YouTube (http://youtu.be/5j85SBQ9Ggc?a - Â¿JEFF THE KILLER MUERE? Cap 2x6 Serie Animada Slenderman Forever).,2018-08-08 23:45:58+00:00,1,1,,,,
1.03E+18,WISCTV_News3,"'Out of respect': Madison, Sun Prairie Marcus Theatres will not show 'Slender Man' movie #news3https://www.channel3000.com/news/-out-of-respect-madison-sun-prairie-marcus-theatres-will-not-show-slender-man-movie/779036052 â€?,2018-08-08 23:45:33+00:001027339890990743552,MovieFeednieuws,Slender Man - https://moviefeed.nl/slender-man-2/,2018-08-08 23:44:51+00:001027339598194765824,savveroni,this freshman asked me if i was gonna go see the slenderman movie & i was like yeah dude i used to play the game and she was like thereâ€™s a game??? i didnâ€™t know what to do after that pic.twitter.com/PtSSUxRxV5,2018-08-08 23:43:41+00:001027339568910098433,catarinabf23,Rw eu jogava slender man e cagava-me toda sempre que o gajo me aparecia no jogo AHAHAHAHAHA,2018-08-08 23:43:34+00:001027339527872864257,minaseoo,im literally not going to use snapchat until all the slenderman ads disappear #fucksnapchatads if youtube does this ill boycott them too,2018-08-08 23:43:25+00:001027339251824959488,LizzVJLG,Slenderman?,2018-08-08 23:42:19+00:001027339054596218880,PlaysytJosue,Me gustÃ_ un video de @YouTube http://youtu.be/gZxMu6134V4?a BEBE MILOOO!! NO ELIJAS LA DIMENSIÃ“N EQUIVOCADA! SLENDERMAN"," HEROBRINE Y""",1,1,,,,
1.03E+18,moparjohn15,Who wants to go see Slender man this weekend https://twitter.com/SlenderManMovie/status/1026623357561622528 â€?2018-08-08 23:41:29+00:00,,1,1,,,,
1.03E+18,BebeMiloYT,"BEBE MILOOO!! NO ELIJAS LA DIMENSIÃ“N EQUIVOCADA! SLENDERMAN, HEROBRINE Y MICKEY.EXE en MINECRAFT: http://youtu.be/gZxMu6134V4?a a travÃ©s",2018-08-08 23:40:44+00:00,1,2,,,,
1.03E+18,crisalomesen,"I hate how Snapchat has ads whenever u watch snap stories, like no thank u I do not want to watch Slender Man",2018-08-08 23:40:35+00:00,1,0,,,,
1.03E+18,segninijesus9,"I liked a @YouTube video http://youtu.be/gZxMu6134V4?a BEBE MILOOO!! NO ELIJAS LA DIMENSIÃ“N EQUIVOCADA! SLENDERMAN, HEROBRINE Y MICKEY.EXE",2018-08-08 23:40:12+00:00,1,1,,,,
1.03E+18,ZombiePlayz1,"Going to see slender man on Friday with the boys, super excited",2018-08-08 23:39:43+00:00,1,2,,,,
1.03E+18,taxisalad,"@Slenderman @sony if your movie doesnâ€™t absolutely suck, Iâ€™ll actually be surprised.https://twitter.com/SlenderManMovie/status/1027336744423718912 â€?,2018-08-08 23:36:29+00:001027337587508355074,vVvZero,You expect me to waste my time researching conspir", the facts. Do you also want me to research Slenderman? Bigfoot? Manbearpig? Flat Earth theories? C'mon,1,1,,,,
1.03E+18,Queen_Morbucks,El viernes se estrena la pelÃ_cula de Slender man,2018-08-08 23:35:35+00:00,0,,,,,
1.03E+18,taxisalad,I predict the Slenderman movieâ€™s going to fucking suck!,2018-08-08 23:34:34+00:00,1,0,,,,
1.03E+18,bea_ebooks,[reading abt where slenderman the,2018-08-08 23:32:22+00:00,0,,,,,
1.03E+18,SlenderManMovie,"You wonâ€™t be able to look away. SLENDER MAN early showings start Thursday night, in theaters everywhere Friday. Get tickets now- http://bit.ly/SlenderManTix pic.twitter.com/AraJ5qE8o3",2018-08-08 23:32:21+00:00,1,1,,,,
1.03E+18,heyitskatie21,Honestly really pissed no theaters in the Milwaukee area will be showing Slenderman :( I just wanna see @KallieTabor on the big screen,2018-08-08 23:30:51+00:00,1,2,,,,
1.03E+18,0_jenn_jenn,Slender man? I think yes,2018-08-08 23:30:33+00:00,1,2,,,,
1.03E+18,despells,"LOOK Iâ€™m all for seeing slender man as like A JOKE but if you want a good story, great characters and is actually scary watch marble hornets on YouTube for free",2018-08-08 23:30:29+00:00,1,0,,,,
1.03E+18,noeyjosa,Yall gotta do something about these auto play Slenderman ads on the TL @Twitter,2018-08-08 23:30:22+00:00,1,1,,,,
1.03E+18,gstheaters,Some he haunts. Others he takes. #Slenderman #August 10thpic.twitter.com/iWKPluzxBe,2018-08-08 23:30:14+00:00,1,1,,,,
1.03E+18,juliodemata,Me ha gustado un vÃ_deo de @YouTube (http://youtu.be/FkRyTqFZZs4?a - Slender Man - TrÃ¡iler).,2018-08-08 23:29:51+00:00,1,1,,,,
1.03E+18,CineplexMovies,"Sorry to hear that these feature are not playing at your preferred location. We have shared the suggestion to bring this films for review. Please see location playing ""Slender Man"" near you here: https://www.cineplex.com/Showtimes/slender-man/stoney-creek-on?Date=8/10/2018 â€?,2018-08-08 23:27:18+00:001027335369673646080,DjaniSabinov,I liked a @YouTube video http://youtu.be/AsRw0OE033A?a SLENDER MAN Vignette - Dark Path (In Theaters August 10),2018-08-08 23:26:53+00:001027335071504773120,FrankieStevies_,Alright good vampy cause ur slender man,2018-08-08 23:25:42+00:001027335063518760962,ajunicheol,sendo sincera o trailer de slenderman eh um lixo,2018-08-08 23:25:40+00:001027334975413215234,wlcgrad,Thank you @Marcus_Theatres for deciding not to show the slender man movie in some but please donâ€™t show it in ANY OF YOUR THEATERS. Itâ€™s shouldnâ€™t have even been made.,2018-08-08 23:25:19+00:001027334911978557441,skullaiden,I liked a @YouTube video http://youtu.be/OI2I2xDtCjE?a SLENDERMAN LE FILM HIT ou DAUBE ?,2018-08-08 23:25:04+00:001027334764691316737,chris_drop,Music is mind control movie is mind control they're coming out with this Slender Man movie people think it's just a movie people think that all movies are just movies but actually they're all based on reality and only the people that truly understand will get the point.,2018-08-08 23:24:29+00:001027334762204221445,xoxo_brittaany,I want to go see slender man on Friday.. Someone take me,2018-08-08 23:24:28+00:001027334705811734528,dk_kpopfacetime,Iâ€™m all about body positivity but yâ€™all cannot tell me sheâ€™s not built like slender man pic.twitter.com/8ENTJHcKyE,2018-08-08 23:24:15+00:001027334670025994241,eclipsecassette,why would you pay money to see the slenderman movie which will inevitably end up shitty when you could watch marble hornets online for free on youtube,2018-08-08 23:24:06+00:001027333807089700864,poopsoncats4,This slender man movie is about 7 years too late,2018-08-08 23:20:41+00:001027333613262659586,ghostlikemike,Hey everyone"," the slenderman movie looks bad""",1,1,,,,
1.03E+18,jameshw27,Anyone wanna watch slenderman when itâ€™s open in theaters?,2018-08-08 23:19:51+00:00,1,2,,,,
1.03E+18,satanic_cult,slenderman........... if ur out there.....,2018-08-08 23:18:51+00:00,1,1,,,,
1.03E+18,FB_BMB,"I wasn't even aware Slender Man was out this weekend! Wow, that second trailer was out super-late. Then again, given how the producers tried to flog it off to someone else, and it looks like The Bye Bye Man, I can easily see why Sony isn't really giving much attention to it.",2018-08-08 23:18:36+00:00,1,1,,,,
1.03E+18,lilpocketdemon,you just mad they got nothing left that would fit your slenderman ass,2018-08-08 23:18:05+00:00,1,0,,,,
1.03E+18,DeathcultMoon,Whoâ€™s watching Slenderman on Friday ?,2018-08-08 23:17:23+00:00,1,1,,,,
1.03E+18,demetriogrey,Triste pq o Ãºnico filme legal que vai estrear atÃ© Vanom Ã© Slender man...,2018-08-08 23:15:23+00:00,0,,,,,
1.03E+18,Anthony3MB,Slender Man look corny,2018-08-08 23:14:36+00:00,1,0,,,,
1.03E+18,DavenSkilnyk,Iâ€™m dreading Slender Man. The movie with 2 trailers and even less social media presence that a Twitter role player.,2018-08-08 23:12:35+00:00,1,1,,,,
1.03E+18,seri_fan,I liked a @YouTube video http://youtu.be/ylNhFm90Nf0?a THE LEGEND OF SLENDERMAN | Minecraft SLENDER MAN | E2 (CREEPYPASTA Minecraft,2018-08-08 23:11:36+00:00,1,1,,,,
1.03E+18,sarrrraaaaaaaah,Slenderman on Friday,2018-08-08 23:10:15+00:00,1,1,,,,
1.03E+18,RealPsychoni,@NM_NickNocturne Your thoughts on the new Slenderman movie?,2018-08-08 23:09:28+00:00,1,1,,,,
1.03E+18,JrHdgames,slenderman,2018-08-08 23:09:19+00:00,1,1,,,,
1.03E+18,jack_jack89,"Trying to decide if I wanna see The Meg or Slenderman tomorrow. Decisions, decisions.",2018-08-08 23:07:35+00:00,1,1,,,,
1.03E+18,kindongoo,slender man tÃ¡ quase a sair,2018-08-08 23:07:35+00:00,0,,,,,
1.03E+18,Vectorino3,Ni que fueras Jeff the Killer o Slenderman,2018-08-08 23:07:28+00:00,0,,,,,
1.03E+18,kuromiwon,"Am I just short or do u just have slender man arms ,,,,lifeâ€™s questions",2018-08-08 23:07:16+00:00,1,1,,,,
1.03E+18,ITZDODO777,Podoba mi siÄ?film Top 10 Scary Slenderman Urban Legends w @YouTube â€“http://youtu.be/PcAXUq4RFR8?a,2018-08-08 23:06:02+00:00,1,1,,,,
1.03E+18,breanna_locke_,Thereâ€™s a slender man movie coming out this weekend and idk why Iâ€™m just finding out about it,2018-08-08 23:04:06+00:00,1,1,,,,
1.03E+18,garcia22335,Someone watch Slender man with me Friday,2018-08-08 23:03:19+00:00,1,2,,,,
1.03E+18,RASHAENIC0LERIC,Umm I want to watch Slender Man this weekend ???,2018-08-08 23:03:09+00:00,1,2,,,,
1.03E+18,zack_edd,I liked a @YouTube video http://youtu.be/aFiJvVGzdpo?a Slender Man Case: Parents of Suspect Speak Out,2018-08-08 23:02:27+00:00,1,1,,,,
1.03E+18,soabagaceira,"I liked a @YouTube video http://youtu.be/PIEkCZwMTTk?a LP Movie: MOMO meet Slendrina, Granny, Baldi, Grandpa and Slenderman!",2018-08-08 23:01:54+00:00,1,1,,,,
1.03E+18,_Mandisimo__,Slender Man movie look weak.,2018-08-08 23:00:36+00:00,1,0,,,,
1.03E+18,MikeRicksecker,"Last night on Inside the Upsde Down we went inside SLENDERMAN, the origins, the myths, the legends, and the horrific true crime committed in his name. #slenderman #supernatural #paranormal #podcast Watch, Share, and Subscribe:https://youtu.be/kLG0fr8L6Ro",2018-08-08 23:00:22+00:00,1,2,,,,
1.03E+18,ohhhstephaniee,"I was trying to explain slenderman to my dad and he goes, "" oh so hes like spider man """,2018-08-08 22:59:25+00:00,1,1,,,,
1.03E+18,AmyElvikis,@CineplexMovies why are you not playing any horror movies at the stoney Creek paramount theatre? There have been a few I wasn't able to see because they never played there and now I see slender man will not be playing there either???,2018-08-08 22:58:06+00:00,1,1,,,,
1.03E+18,DonnieCrusader,https://youtu.be/u7DE2Xeehw4 #Slenderman #Horror #Gamejolt #Game @gamejolt new horror game it's pretty cool I like needs work though but all and all you should play it and try to find the Jerry canspic.twitter.com/bk7rXLHWUr,2018-08-08 22:57:57+00:00,1,2,,,,
1.03E+18,zayonna_,I wanna go see slender man on Saturday,2018-08-08 22:57:43+00:00,1,2,,,,
1.03E+18,_mickeyohh,Slenderman is out Friday,2018-08-08 22:56:42+00:00,1,1,,,,
1.03E+18,indi_anaaaa,Canâ€™t wait to watch slender man Friday,2018-08-08 22:56:23+00:00,1,2,,,,
1.03E+18,Luciana_Wata,"J'aime une vidÃ©o @YouTube : ""SLENDERMAN LE FILM HIT ou DAUBE ?"" Ã  l'adresse http://youtu.be/OI2I2xDtCjE?a .",2018-08-08 22:54:47+00:00,1,1,,,,
1.03E+18,iamstan69,Just saw Slenderman. Very spooky.,2018-08-08 22:54:38+00:00,1,2,,,,
1.03E+18,Wheeeeel,That Slender Man movie looks real spooky and not stupid or about 10 years late,2018-08-08 22:54:03+00:00,1,2,,,,
1.03E+18,billysongchen,@princexukun so the Slenderman movie comes out this Friday!!!,2018-08-08 22:54:02+00:00,1,1,,,,
1.03E+18,AmandaValdorian,@Jack_Septic_Eye @pewdiepie OMG YOU GUYS! I'M FREAKING OUT! 'SLENDER MAN' WILL BE IN THEATERS THIS FRIDAY AND I'M GOING TO GO SEE IT! I'VE BEEN WAITING FOR ALMOST A YEAR FOR THIS https://youtu.be/eRV-c3hs3vw,2018-08-08 22:51:44+00:00,1,2,,,,
1.03E+18,CrishDemons,"Yo peso 64Kg mido 1,75 y tengo 18 imagÃ_nate soy re Slenderman",2018-08-08 22:51:25+00:00,0,,,,,
1.03E+18,enbocacinefago,"Me equivoquÃ© al darle a MI. Creo que Megalodon andarÃ¡ por los 25 millones, Slenderman 20 y ahÃ_ ahÃ_ MI.",2018-08-08 22:50:58+00:00,0,,,,,
1.03E+18,erin_mccord,watching Slender Man at Schulman's Movie Bowl Grille - Corsicana https://www.facebook.com/629465592/posts/10160731278335593/ â€?2018-08-11 23:59:32+00:00,,1,1,,,,
1.03E+18,SammieBooooyd,Really sick of seeing this fucking slenderman movie preview,2018-08-11 23:59:20+00:00,1,0,,,,
1.03E+18,khenndrix,ouu we should go see slender man,2018-08-11 23:59:17+00:00,1,2,,,,
1.03E+18,Nikky_Martin,Watched Slenderman the movie and evolved an eevee pic.twitter.com/1KcYLdPiUv,2018-08-11 23:58:56+00:00,1,1,,,,
1.03E+18,JeremyBrownFunE,@MoviePass sent me an email telling me to go see Slender Man. Iâ€™m not sure why because thatâ€™s all anyone can see with their service anyway.,2018-08-11 23:58:56+00:00,1,1,,,,
1.03E+18,ReBourneAgain,"Time for #SlenderMan, the review will be up in a couple of hours",2018-08-11 23:58:55+00:00,1,1,,,,
1.03E+18,Monicaa_2018,I do not recommend Slender Man,2018-08-11 23:58:54+00:00,1,0,,,,
1.03E+18,lorabones,"slenderman actually has a brother, thinguy, but he never gets any scaring gigs because he's blonde",2018-08-11 23:58:23+00:00,1,1,,,,
1.03E+18,timothyappleman,"Slender Man movie was stupid and boring @Plainfield, Indiana https://www.instagram.com/p/BmW5wwzHcB_/?utm_source=ig_twitter_share&igshid=1v7afk47zkxmz â€?,2018-08-11 23:57:21+00:001028430138680242177,guav,@MoviePass is great as long as you want to see Slender Man or The Spy Who Dumped Me"," as those are the only 2 of the 14 movies playing right now that are showing up in the app.""",1,0,,,,
1.03E+18,jak20099,@JoeyKing hi joeyking i am a big fan and i am going to see slender man on Tuesday and you are amazing,2018-08-11 23:57:00+00:00,1,2,,,,
1.03E+18,vanillaeve,slenderman is the original skinny legend,2018-08-11 23:56:41+00:00,1,1,,,,
1.03E+18,seattleovercast,Slender man was actually incredibly disappointing,2018-08-11 23:56:31+00:00,1,0,,,,
1.03E+18,weakeruk,I want someone to go with me to watch slender man,2018-08-11 23:56:26+00:00,1,2,,,,
1.03E+18,jh_justhuman,"LOL Just saw an e-mail from @MoviePass. Apparently Monday will be Slender Man day, like Saturday and Sun weren't Slender Man days #moviepassfail",2018-08-11 23:56:12+00:00,1,1,,,,
1.03E+18,tstew1994,Watching Slender Man and of course the black girl was like nah but the power of white girl is strong,2018-08-11 23:55:28+00:00,1,1,,,,
1.03E+18,ff39480Reviews,I liked a @YouTube video http://youtu.be/_wGwSd4Oz6M?a Episode 247 SlenderMan Mobile Movie Review,2018-08-11 23:54:33+00:00,1,1,,,,
1.03E+18,dyomelin,"anyway gw saranin klen yg mau nonton slender man mending dipikir2 dulu dah, asli filmnya kurang ngena :( seremnya kurang dapet cuman menang di suaranya aja. hhh nyesel dah gak milih the meg....",2018-08-11 23:53:48+00:00,0,,,,,
1.03E+18,fabram4,I wanna go to the movies & watch Slender Man,2018-08-11 23:53:35+00:00,1,2,,,,
1.03E+18,pamyuprince,Is anyone actually surprised that the Slender Man movie was garbage? Lmfao.,2018-08-11 23:53:15+00:00,1,0,,,,
1.03E+18,sarapatty33,Me gustÃ_ un video de @YouTube http://youtu.be/FwRYHcpceBI?a Jeff the Killer vs Slenderman | Kinox ft BTH,2018-08-11 23:52:46+00:00,1,1,,,,
1.03E+18,FightingHobbit,@wizardofcause I went to see the Slender Man movie. I was there for fun. I'm a horror geek. I snuck in some rum to spike my soda with. I even wore my Blair Witch shirt. It promised me fun and spookies and shit. ...The movie lied to me.,2018-08-11 23:51:58+00:00,1,0,,,,
1.03E+18,DBMJohnnyZuko,"So @moviepass is goin to town on me with No Vaseline, now I know how N.W.A. felt when Cube went in on'em I can either see The Spy who Dumped Me or Slenderman... decisions, decisions, decisions. I think I'll stay home and watch @shudder instead, atleast they have movies i want 2 C",2018-08-11 23:51:57+00:00,1,1,,,,
1.03E+18,CameraKidSam,Slenderman: based on a true story. *Mariah Carrey comes out from behind a tree*,2018-08-11 23:51:25+00:00,1,1,,,,
1.03E+18,iMariela,@MoviePass thereâ€™s only 1 movie showing on my movie pass!?!? Why??? I donâ€™t wanna watch Slender man!!! pic.twitter.com/SL27DiGGYj,2018-08-11 23:51:06+00:00,1,0,,,,
1.03E+18,j_dasshhh,I went to see the movie Slenderman last night and high key it was trash,2018-08-11 23:51:00+00:00,1,0,,,,
1.03E+18,TheDrewYariShow,So my Slenderman review: I liked how the movie relied heavily on sound to scare people. Most movies don't usually do that. Better than I thought it'd be but a predictable plot. The characters I didn't care for. Wasn't enough insight to who or what Slenderman really was.,2018-08-11 23:50:45+00:00,1,2,,,,
1.03E+18,dheniserose_,Puro trailer ng Slender Man ang advertisement sa YouTube. Like what the?? Nakakatakot and hindi pa pwede ma skip,2018-08-11 23:50:29+00:00,1,,,,,
1.03E+18,rlthingy,/rlt/ Mending nonton Slender Man atau The Meg?,2018-08-11 23:50:13+00:00,0,,,,,
1.03E+18,jenn_gottfried,@MoviePass_CS What's up with Slenderman as being the ONLY option for multiple days? You sent an email stating it would change to 3 movies a month. You never said we would be limited to your choice of three very unpopular movies. I expect a week's notice o,2018-08-11 23:49:42+00:00,1,,,,,
1.03E+18,nightshadezero,Should I leave the house to go watch Slender Man in half an hour?,2018-08-11 23:49:01+00:00,1,,,,,
1.03E+18,chaos13__,#SlenderMan pic.twitter.com/Pgo7VYYGs8,2018-08-11 23:48:38+00:00,1,,,,,
1.03E+18,dankhauser,hey google what the fuck was the slenderman movie,2018-08-11 23:48:18+00:00,1,,,,,
1.03E+18,yuriboats,so i just got an idea after the Slenderman movie is out Bad Movie Cytube Night part 2: Electric Boogaloo,2018-08-11 23:47:36+00:00,1,,,,,
1.03E+18,_imaylin,if anyone wanna go see slender man with me hmu,2018-08-11 23:47:31+00:00,1,,,,,
1.03E+18,OGFlwrz,I am Slenderman,2018-08-11 23:47:13+00:00,0,,,,,
1.03E+18,michelous,I added a video to a @YouTube playlist http://youtu.be/mvlPKywS7Bk?a Slender Man - Tamara Just Saw,2018-08-11 23:46:13+00:00,1,,,,,
1.03E+18,Jarrad_J2yk,#SlenderMan actually had a solid horror movie going for it the first half but then completely fell apart and became ridiculous.,2018-08-11 23:45:37+00:00,1,,,,,
1.03E+18,afrokami,"If jj Abrams did like an hbo series or something of Amnesia, or if it was directed by Guillermo del Toro Iâ€™d definitely watch it. I feel like itâ€™d take off better than what Slender Man became",2018-08-11 23:45:24+00:00,1,,,,,
1.03E+18,FareedBlackman,Slenderman is creating unrealistic body standards for other movie monsters. Think about Jason's self-esteem when he sees a guy that thin getting all the attention.,2018-08-11 23:45:10+00:00,1,,,,,
1.03E+18,Nixunderfire,"You know, i should go see a movie. [NOW PLAYING: THE MEG OR SLENDER MAN] Well...shit. i guess ill stay at home",2018-08-11 23:45:10+00:00,1,,,,,
1.03E+18,_xyelycx_,I kinda wanna see Slender man but tbh it looks lame af,2018-08-11 23:45:02+00:00,1,,,,,
1.03E+18,mstialashai,Damnnit...wish I wouldve known Slenderman was about to play at 7:45....the next one isnt until 10:15 ...,2018-08-11 23:44:52+00:00,1,,,,,
1.03E+18,itachibabie,i honestly barely payed attention to the trailer like i just heard slenderman and ASCENDED. i havenâ€™t heard of that shit since like 2014,2018-08-11 23:44:43+00:00,1,,,,,
1.03E+18,mjcbarnes,Isn't Slenderman from folklore?,2018-08-11 23:44:34+00:00,0,,,,,
1.03E+18,JQWeeaboo,"A commercial was playing about the Slender Man movie, AND I SWORE I THOUGHT I HEARD SWEATER MAN",2018-08-11 23:44:06+00:00,1,,,,,
1.03E+18,kellsarenas,ACTUALLY IM TRYING TO GO SEE SLENDER MAN TN,2018-08-11 23:43:54+00:00,1,,,,,
